ID_Ticket,Fecha,ID_Cliente,ID_Vendedor,ID_Producto,Cantidad,Total_Venta,Metodo_Pago,Hora
TKT-6573,2025-02-21,C027,V003,P012,4,32000,Tarjeta Crédito,11
TKT-7204,2025-02-21,C015,V006,P009,2,30000,Efectivo,20
TKT-5598,2025-02-21,C024,V006,P001,2,130000,Tarjeta Crédito,19
TKT-6808,2025-02-21,C027,V006,P008,2,12000,Transferencia,8
TKT-6011,2025-02-22,C020,V003,P003,1,98000,Tarjeta Crédito,6
TKT-6269,2025-02-22,C017,V006,P002,1,58000,Transferencia,7
TKT-5494,2025-02-22,C004,V002,P006,2,33000,Tarjeta Crédito,2
TKT-7493,2025-02-22,C021,V005,P009,1,15000,Transferencia,7
TKT-5364,2025-02-23,C018,V005,P001,1,65000,Transferencia,16
TKT-7527,2025-02-23,C004,V001,P005,2,30000,Efectivo,7
TKT-6758,2025-02-23,C007,V006,P006,1,16500,Efectivo,10
TKT-7734,2025-02-23,C028,V003,P003,2,196000,Tarjeta Débito,18
TKT-6274,2025-02-23,C030,V003,P001,2,130000,Tarjeta Crédito,3
TKT-5526,2025-02-23,C001,V003,P003,1,98000,Transferencia,17
TKT-7863,2025-02-23,C007,V002,P009,4,60000,Transferencia,10
TKT-5368,2025-02-23,C011,V002,P006,1,16500,Tarjeta Débito,7
TKT-7807,2025-02-23,C006,V002,P003,2,196000,Efectivo,16
TKT-7198,2025-02-24,C004,V003,P004,2,37000,Efectivo,15
TKT-7006,2025-02-24,C015,V004,P011,5,60000,Efectivo,18
TKT-7605,2025-02-24,C002,V001,P012,3,24000,Transferencia,17
TKT-7235,2025-02-24,C020,V002,P008,2,12000,Transferencia,17
TKT-7737,2025-02-24,C008,V003,P011,1,12000,Tarjeta Débito,10
TKT-7726,2025-02-24,C010,V004,P006,1,16500,Tarjeta Débito,8
TKT-6961,2025-02-24,C020,V005,P008,2,12000,Transferencia,17
TKT-7436,2025-02-24,C004,V004,P006,2,33000,Efectivo,17
TKT-5135,2025-02-24,C012,V002,P012,1,8000,Tarjeta Crédito,22
TKT-7974,2025-02-25,C029,V003,P004,1,18500,Efectivo,11
TKT-6104,2025-02-25,C020,V001,P010,2,56000,Efectivo,11
TKT-6200,2025-02-25,C026,V002,P012,2,16000,Tarjeta Débito,17
TKT-7114,2025-02-25,C018,V005,P007,2,27000,Efectivo,10
TKT-5480,2025-02-25,C017,V005,P011,4,48000,Transferencia,19
TKT-6019,2025-02-25,C011,V004,P009,2,30000,Tarjeta Crédito,18
TKT-5047,2025-02-25,C005,V001,P005,2,30000,Tarjeta Débito,11
TKT-5122,2025-02-26,C003,V002,P002,1,58000,Tarjeta Crédito,17
TKT-6527,2025-02-26,C018,V005,P010,1,28000,Transferencia,17
TKT-7850,2025-02-26,C029,V003,P002,1,58000,Tarjeta Débito,7
TKT-5724,2025-02-26,C013,V001,P012,2,16000,Tarjeta Débito,19
TKT-5869,2025-02-26,C020,V004,P008,1,6000,Tarjeta Débito,13
TKT-5294,2025-02-26,C015,V006,P012,4,32000,Efectivo,18
TKT-7786,2025-02-26,C027,V002,P003,1,98000,Tarjeta Débito,10
TKT-7429,2025-02-26,C005,V005,P007,1,13500,Efectivo,18
TKT-5817,2025-02-27,C005,V002,P009,4,60000,Tarjeta Débito,11
TKT-7609,2025-02-27,C026,V005,P006,2,33000,Efectivo,1
TKT-7632,2025-02-27,C006,V004,P009,2,30000,Efectivo,19
TKT-7877,2025-02-27,C014,V005,P002,2,116000,Transferencia,7
TKT-6348,2025-02-27,C013,V003,P009,4,60000,Tarjeta Crédito,10
TKT-6341,2025-02-27,C029,V004,P002,1,58000,Transferencia,20
TKT-6364,2025-02-27,C028,V003,P010,4,112000,Transferencia,20
TKT-7343,2025-02-28,C019,V006,P005,1,15000,Tarjeta Débito,14
TKT-7984,2025-02-28,C027,V001,P007,1,13500,Transferencia,15
TKT-5821,2025-02-28,C006,V006,P006,2,33000,Efectivo,12
TKT-6677,2025-02-28,C013,V002,P008,1,6000,Transferencia,10
TKT-6463,2025-02-28,C011,V006,P001,1,65000,Tarjeta Crédito,10
TKT-6709,2025-02-28,C029,V004,P004,2,37000,Tarjeta Crédito,16
TKT-6986,2025-02-28,C013,V004,P001,2,130000,Efectivo,17
TKT-7798,2025-02-28,C005,V002,P006,1,16500,Tarjeta Crédito,17
TKT-5131,2025-02-28,C012,V001,P002,1,58000,Efectivo,17
TKT-5643,2025-02-28,C023,V006,P005,2,30000,Transferencia,7
TKT-5464,2025-02-28,C005,V003,P002,2,116000,Tarjeta Crédito,12
TKT-7396,2025-03-01,C016,V002,P010,5,140000,Tarjeta Débito,6
TKT-6636,2025-03-01,C020,V003,P002,1,58000,Transferencia,13
TKT-5248,2025-03-01,C003,V006,P003,1,98000,Transferencia,12
TKT-5539,2025-03-01,C024,V006,P008,1,6000,Tarjeta Crédito,18
TKT-7808,2025-03-01,C007,V004,P001,2,130000,Tarjeta Débito,10
TKT-6073,2025-03-01,C014,V001,P011,1,12000,Transferencia,7
TKT-6403,2025-03-01,C003,V003,P009,3,45000,Transferencia,8
TKT-6833,2025-03-01,C020,V001,P004,1,18500,Tarjeta Crédito,17
TKT-5516,2025-03-02,C005,V005,P010,2,56000,Transferencia,15
TKT-5714,2025-03-02,C008,V005,P010,2,56000,Tarjeta Débito,7
TKT-5527,2025-03-02,C007,V003,P004,1,18500,Tarjeta Débito,7
TKT-6940,2025-03-02,C023,V001,P004,2,37000,Transferencia,16
TKT-7036,2025-03-02,C004,V003,P011,5,60000,Efectivo,7
TKT-5766,2025-03-02,C014,V002,P010,1,28000,Transferencia,18
TKT-6786,2025-03-02,C009,V004,P001,1,65000,Tarjeta Débito,16
TKT-5932,2025-03-02,C024,V005,P003,2,196000,Tarjeta Débito,7
TKT-5778,2025-03-02,C005,V002,P012,4,32000,Tarjeta Débito,7
TKT-5927,2025-03-02,C028,V005,P010,2,56000,Tarjeta Débito,21
TKT-7370,2025-03-02,C010,V005,P003,1,98000,Tarjeta Débito,11
TKT-5147,2025-03-02,C001,V006,P011,3,36000,Tarjeta Crédito,11
TKT-7806,2025-03-02,C026,V002,P011,4,48000,Tarjeta Crédito,17
TKT-5114,2025-03-03,C013,V005,P005,1,15000,Tarjeta Crédito,19
TKT-7034,2025-03-03,C020,V005,P002,2,116000,Transferencia,21
TKT-5376,2025-03-03,C001,V005,P002,2,116000,Efectivo,17
TKT-5554,2025-03-04,C011,V003,P003,1,98000,Tarjeta Débito,11
TKT-5858,2025-03-04,C005,V002,P011,3,36000,Tarjeta Crédito,7
TKT-7530,2025-03-04,C021,V006,P012,4,32000,Tarjeta Crédito,17
TKT-5685,2025-03-04,C023,V001,P002,1,58000,Tarjeta Débito,14
TKT-6663,2025-03-04,C001,V003,P006,1,16500,Tarjeta Débito,11
TKT-6590,2025-03-05,C012,V004,P007,2,27000,Tarjeta Débito,19
TKT-6829,2025-03-05,C023,V001,P005,2,30000,Tarjeta Débito,7
TKT-6788,2025-03-05,C030,V001,P007,2,27000,Efectivo,12
TKT-5161,2025-03-05,C015,V004,P011,1,12000,Transferencia,1
TKT-7258,2025-03-05,C014,V001,P009,5,75000,Transferencia,12
TKT-6511,2025-03-05,C008,V001,P010,3,84000,Tarjeta Crédito,6
TKT-5204,2025-03-06,C026,V001,P008,1,6000,Transferencia,7
TKT-6468,2025-03-06,C002,V002,P009,2,30000,Tarjeta Débito,7
TKT-6779,2025-03-06,C013,V006,P010,5,140000,Tarjeta Crédito,15
TKT-7288,2025-03-06,C007,V004,P003,1,98000,Tarjeta Crédito,17
TKT-5572,2025-03-06,C027,V002,P011,5,60000,Transferencia,14
TKT-5735,2025-03-06,C004,V004,P005,1,15000,Tarjeta Débito,20
TKT-6589,2025-03-06,C012,V002,P003,1,98000,Transferencia,11
TKT-7870,2025-03-06,C003,V005,P007,2,27000,Transferencia,10
TKT-7923,2025-03-06,C002,V002,P012,2,16000,Tarjeta Crédito,18
TKT-6313,2025-03-06,C009,V006,P001,1,65000,Tarjeta Débito,9
TKT-6533,2025-03-06,C015,V002,P001,1,65000,Tarjeta Crédito,20
TKT-5162,2025-03-06,C007,V002,P009,4,60000,Transferencia,1
TKT-5344,2025-03-06,C009,V005,P007,2,27000,Transferencia,20
TKT-6610,2025-03-07,C014,V004,P007,1,13500,Efectivo,6
TKT-6401,2025-03-07,C004,V003,P008,1,6000,Tarjeta Débito,18
TKT-7225,2025-03-07,C026,V002,P012,2,16000,Tarjeta Débito,13
TKT-5594,2025-03-07,C015,V005,P002,1,58000,Transferencia,22
TKT-5227,2025-03-07,C001,V004,P004,2,37000,Efectivo,7
TKT-6813,2025-03-07,C014,V001,P003,1,98000,Tarjeta Débito,14
TKT-6837,2025-03-07,C004,V002,P002,2,116000,Transferencia,20
TKT-6899,2025-03-07,C003,V001,P004,2,37000,Tarjeta Crédito,13
TKT-7842,2025-03-08,C021,V005,P011,5,60000,Tarjeta Débito,15
TKT-7761,2025-03-08,C014,V004,P004,1,18500,Efectivo,16
TKT-6699,2025-03-08,C019,V006,P007,1,13500,Efectivo,12
TKT-6396,2025-03-09,C007,V003,P011,3,36000,Tarjeta Crédito,15
TKT-6325,2025-03-09,C023,V006,P003,1,98000,Tarjeta Crédito,14
TKT-7730,2025-03-09,C007,V003,P008,2,12000,Tarjeta Débito,19
TKT-5286,2025-03-09,C024,V004,P005,2,30000,Tarjeta Crédito,6
TKT-6647,2025-03-09,C028,V005,P008,1,6000,Tarjeta Crédito,10
TKT-6811,2025-03-10,C026,V002,P007,2,27000,Transferencia,20
TKT-7298,2025-03-10,C029,V001,P001,2,130000,Efectivo,18
TKT-5550,2025-03-10,C027,V006,P010,1,28000,Efectivo,12
TKT-5551,2025-03-10,C006,V001,P004,2,37000,Efectivo,15
TKT-6099,2025-03-10,C015,V004,P006,2,33000,Transferencia,9
TKT-6482,2025-03-11,C015,V006,P007,2,27000,Transferencia,8
TKT-5558,2025-03-11,C015,V001,P003,2,196000,Tarjeta Crédito,12
TKT-6114,2025-03-11,C020,V006,P004,2,37000,Transferencia,10
TKT-5918,2025-03-11,C027,V004,P001,1,65000,Tarjeta Crédito,14
TKT-5218,2025-03-11,C013,V002,P009,3,45000,Tarjeta Crédito,7
TKT-5867,2025-03-11,C017,V002,P008,1,6000,Tarjeta Crédito,20
TKT-5571,2025-03-12,C003,V006,P011,3,36000,Tarjeta Débito,21
TKT-5810,2025-03-12,C003,V005,P006,1,16500,Efectivo,16
TKT-5272,2025-03-12,C010,V005,P009,3,45000,Transferencia,13
TKT-5845,2025-03-12,C016,V001,P004,1,18500,Tarjeta Débito,10
TKT-6950,2025-03-12,C012,V006,P010,1,28000,Tarjeta Débito,17
TKT-5905,2025-03-12,C001,V006,P009,2,30000,Efectivo,16
TKT-5478,2025-03-12,C005,V006,P001,2,130000,Tarjeta Crédito,8
TKT-5369,2025-03-12,C006,V002,P012,4,32000,Efectivo,19
TKT-7898,2025-03-12,C002,V002,P008,1,6000,Transferencia,18
TKT-7592,2025-03-13,C012,V003,P010,1,28000,Efectivo,19
TKT-5541,2025-03-13,C001,V003,P008,1,6000,Efectivo,16
TKT-7305,2025-03-13,C008,V005,P003,1,98000,Efectivo,15
TKT-5660,2025-03-13,C027,V001,P002,1,58000,Transferencia,11
TKT-6948,2025-03-13,C028,V001,P004,2,37000,Transferencia,19
TKT-5666,2025-03-13,C025,V002,P007,2,27000,Efectivo,18
TKT-7201,2025-03-13,C015,V002,P003,1,98000,Tarjeta Débito,6
TKT-7355,2025-03-13,C009,V003,P012,3,24000,Efectivo,4
TKT-6012,2025-03-13,C009,V002,P007,1,13500,Tarjeta Débito,11
TKT-7142,2025-03-14,C016,V001,P008,2,12000,Tarjeta Débito,17
TKT-7487,2025-03-14,C029,V002,P011,5,60000,Tarjeta Débito,21
TKT-5453,2025-03-14,C018,V003,P010,2,56000,Transferencia,8
TKT-7470,2025-03-14,C028,V002,P002,1,58000,Tarjeta Débito,14
TKT-5314,2025-03-14,C017,V001,P011,4,48000,Tarjeta Débito,11
TKT-7268,2025-03-15,C015,V002,P003,2,196000,Efectivo,20
TKT-5423,2025-03-15,C017,V004,P007,1,13500,Transferencia,18
TKT-6332,2025-03-15,C010,V004,P011,2,24000,Tarjeta Crédito,18
TKT-7748,2025-03-15,C005,V006,P004,2,37000,Efectivo,12
TKT-7101,2025-03-16,C015,V002,P006,1,16500,Transferencia,11
TKT-6796,2025-03-16,C022,V006,P011,5,60000,Tarjeta Crédito,9
TKT-5697,2025-03-16,C020,V003,P006,1,16500,Tarjeta Débito,6
TKT-7900,2025-03-16,C006,V003,P007,1,13500,Tarjeta Débito,18
TKT-6165,2025-03-16,C018,V004,P007,2,27000,Transferencia,17
TKT-7820,2025-03-16,C019,V006,P009,5,75000,Tarjeta Crédito,22
TKT-7183,2025-03-16,C007,V005,P002,2,116000,Tarjeta Crédito,22
TKT-5418,2025-03-16,C015,V005,P002,2,116000,Tarjeta Crédito,14
TKT-7319,2025-03-17,C016,V003,P011,4,48000,Efectivo,17
TKT-7012,2025-03-17,C018,V003,P004,2,37000,Tarjeta Débito,19
TKT-7398,2025-03-17,C013,V003,P008,2,12000,Efectivo,18
TKT-6047,2025-03-17,C016,V004,P006,2,33000,Transferencia,9
TKT-5105,2025-03-17,C026,V001,P008,1,6000,Tarjeta Débito,12
TKT-5757,2025-03-17,C016,V003,P007,1,13500,Tarjeta Crédito,8
TKT-6333,2025-03-18,C013,V006,P009,5,75000,Tarjeta Débito,20
TKT-7916,2025-03-18,C001,V006,P010,5,140000,Efectivo,15
TKT-5445,2025-03-18,C001,V006,P010,3,84000,Efectivo,9
TKT-7065,2025-03-18,C014,V006,P012,5,40000,Transferencia,16
TKT-6885,2025-03-18,C006,V005,P005,2,30000,Transferencia,15
TKT-5779,2025-03-18,C008,V004,P007,2,27000,Tarjeta Débito,10
TKT-6071,2025-03-18,C005,V003,P007,1,13500,Transferencia,7
TKT-5466,2025-03-18,C010,V001,P005,2,30000,Tarjeta Crédito,16
TKT-6971,2025-03-19,C030,V005,P012,4,32000,Tarjeta Débito,13
TKT-6231,2025-03-19,C027,V004,P011,5,60000,Transferencia,17
TKT-6178,2025-03-19,C021,V005,P006,2,33000,Tarjeta Crédito,13
TKT-5645,2025-03-19,C018,V002,P001,1,65000,Efectivo,18
TKT-5874,2025-03-19,C003,V003,P005,1,15000,Transferencia,14
TKT-5004,2025-03-19,C010,V001,P004,2,37000,Efectivo,14
TKT-7159,2025-03-19,C016,V006,P002,1,58000,Tarjeta Débito,18
TKT-6141,2025-03-19,C014,V004,P012,5,40000,Transferencia,11
TKT-6848,2025-03-19,C010,V006,P007,2,27000,Tarjeta Crédito,8
TKT-7958,2025-03-19,C023,V002,P010,5,140000,Transferencia,4
TKT-6170,2025-03-19,C012,V001,P001,2,130000,Transferencia,17
TKT-5233,2025-03-19,C010,V003,P001,2,130000,Tarjeta Crédito,15
TKT-6160,2025-03-20,C003,V006,P006,2,33000,Transferencia,16
TKT-7946,2025-03-20,C002,V005,P011,3,36000,Tarjeta Débito,9
TKT-7909,2025-03-20,C029,V004,P011,4,48000,Transferencia,8
TKT-7266,2025-03-20,C027,V003,P007,2,27000,Efectivo,1
TKT-5309,2025-03-20,C004,V005,P008,1,6000,Efectivo,10
TKT-7756,2025-03-20,C012,V006,P001,1,65000,Tarjeta Crédito,14
TKT-6781,2025-03-21,C024,V005,P002,2,116000,Transferencia,11
TKT-7903,2025-03-21,C005,V002,P004,2,37000,Efectivo,11
TKT-6366,2025-03-21,C005,V006,P002,2,116000,Efectivo,19
TKT-6902,2025-03-21,C009,V006,P012,3,24000,Transferencia,10
TKT-5592,2025-03-21,C013,V006,P008,2,12000,Transferencia,13
TKT-5391,2025-03-21,C020,V002,P011,2,24000,Transferencia,17
TKT-5345,2025-03-21,C010,V002,P005,1,15000,Transferencia,11
TKT-5806,2025-03-21,C013,V002,P010,4,112000,Tarjeta Débito,15
TKT-5803,2025-03-22,C015,V003,P006,2,33000,Tarjeta Débito,18
TKT-7992,2025-03-22,C014,V001,P007,2,27000,Tarjeta Crédito,19
TKT-6067,2025-03-22,C015,V005,P006,1,16500,Transferencia,8
TKT-6246,2025-03-22,C029,V005,P001,1,65000,Efectivo,19
TKT-6780,2025-03-22,C027,V005,P001,2,130000,Transferencia,12
TKT-6425,2025-03-22,C009,V006,P003,1,98000,Efectivo,9
TKT-5848,2025-03-22,C021,V005,P012,4,32000,Efectivo,12
TKT-5319,2025-03-22,C006,V003,P004,2,37000,Transferencia,21
TKT-7461,2025-03-22,C024,V005,P009,3,45000,Tarjeta Crédito,12
TKT-6054,2025-03-23,C023,V004,P004,2,37000,Tarjeta Crédito,10
TKT-7038,2025-03-23,C007,V005,P008,2,12000,Tarjeta Débito,15
TKT-7712,2025-03-23,C003,V001,P003,1,98000,Transferencia,9
TKT-6936,2025-03-23,C024,V002,P004,2,37000,Efectivo,7
TKT-7513,2025-03-23,C025,V006,P001,1,65000,Tarjeta Débito,8
TKT-7310,2025-03-23,C001,V003,P001,2,130000,Tarjeta Crédito,8
TKT-7811,2025-03-23,C026,V003,P002,2,116000,Tarjeta Crédito,8
TKT-5007,2025-03-23,C017,V005,P004,1,18500,Tarjeta Crédito,8
TKT-6790,2025-03-23,C012,V003,P008,2,12000,Efectivo,15
TKT-7040,2025-03-23,C004,V003,P008,1,6000,Tarjeta Crédito,8
TKT-6539,2025-03-23,C012,V005,P011,5,60000,Tarjeta Crédito,10
TKT-7987,2025-03-24,C026,V006,P004,1,18500,Tarjeta Crédito,18
TKT-5009,2025-03-24,C019,V005,P006,2,33000,Tarjeta Débito,12
TKT-6378,2025-03-24,C030,V003,P005,1,15000,Transferencia,16
TKT-6519,2025-03-24,C010,V004,P007,2,27000,Transferencia,8
TKT-5981,2025-03-24,C016,V005,P003,2,196000,Tarjeta Crédito,8
TKT-5683,2025-03-24,C002,V005,P005,1,15000,Efectivo,6
TKT-5372,2025-03-24,C025,V006,P003,2,196000,Tarjeta Débito,8
TKT-7750,2025-03-24,C009,V002,P009,1,15000,Tarjeta Débito,9
TKT-7867,2025-03-24,C005,V003,P007,2,27000,Tarjeta Débito,8
TKT-5308,2025-03-24,C011,V002,P004,2,37000,Transferencia,7
TKT-6739,2025-03-24,C024,V005,P002,2,116000,Efectivo,8
TKT-7392,2025-03-25,C029,V005,P008,1,6000,Transferencia,12
TKT-5236,2025-03-25,C028,V003,P009,2,30000,Tarjeta Débito,9
TKT-5826,2025-03-25,C016,V006,P010,2,56000,Tarjeta Débito,10
TKT-5568,2025-03-25,C003,V005,P009,4,60000,Transferencia,13
TKT-6736,2025-03-25,C028,V006,P009,1,15000,Tarjeta Débito,16
TKT-7566,2025-03-25,C010,V005,P006,2,33000,Transferencia,5
TKT-7960,2025-03-25,C016,V005,P007,1,13500,Tarjeta Débito,17
TKT-5769,2025-03-25,C019,V006,P002,1,58000,Transferencia,15
TKT-6060,2025-03-26,C005,V005,P006,1,16500,Transferencia,7
TKT-7152,2025-03-26,C013,V003,P004,1,18500,Transferencia,18
TKT-6393,2025-03-27,C019,V002,P004,2,37000,Tarjeta Crédito,19
TKT-7913,2025-03-27,C017,V002,P002,1,58000,Tarjeta Crédito,6
TKT-7531,2025-03-27,C018,V003,P010,4,112000,Transferencia,9
TKT-7779,2025-03-27,C027,V003,P007,2,27000,Efectivo,17
TKT-6044,2025-03-27,C004,V002,P007,2,27000,Transferencia,17
TKT-5673,2025-03-27,C020,V003,P001,1,65000,Tarjeta Crédito,8
TKT-5194,2025-03-27,C029,V001,P011,5,60000,Tarjeta Crédito,9
TKT-7051,2025-03-27,C014,V002,P009,3,45000,Transferencia,11
TKT-7891,2025-03-27,C018,V001,P007,2,27000,Tarjeta Débito,12
TKT-7192,2025-03-27,C002,V005,P003,2,196000,Tarjeta Débito,15
TKT-7228,2025-03-28,C001,V003,P006,1,16500,Transferencia,10
TKT-5926,2025-03-29,C021,V005,P001,1,65000,Tarjeta Débito,12
TKT-5488,2025-03-29,C005,V005,P002,1,58000,Tarjeta Crédito,17
TKT-6255,2025-03-29,C001,V003,P006,1,16500,Efectivo,5
TKT-6147,2025-03-29,C026,V005,P012,3,24000,Tarjeta Débito,9
TKT-5431,2025-03-29,C012,V005,P005,2,30000,Efectivo,16
TKT-5910,2025-03-29,C026,V005,P010,1,28000,Efectivo,18
TKT-6834,2025-03-29,C010,V001,P012,2,16000,Tarjeta Crédito,13
TKT-7255,2025-03-29,C025,V005,P002,1,58000,Transferencia,13
TKT-7451,2025-03-29,C001,V003,P008,2,12000,Tarjeta Crédito,7
TKT-5593,2025-03-30,C011,V001,P008,1,6000,Tarjeta Crédito,12
TKT-6551,2025-03-30,C011,V003,P012,4,32000,Efectivo,13
TKT-7110,2025-03-30,C003,V003,P005,2,30000,Efectivo,9
TKT-5928,2025-03-30,C006,V003,P002,1,58000,Transferencia,9
TKT-6111,2025-03-30,C022,V002,P006,2,33000,Efectivo,11
TKT-6379,2025-03-30,C008,V006,P002,2,116000,Efectivo,3
TKT-6585,2025-03-30,C013,V006,P003,1,98000,Transferencia,10
TKT-6094,2025-03-30,C022,V003,P004,1,18500,Tarjeta Crédito,9
TKT-7344,2025-03-31,C028,V006,P010,3,84000,Efectivo,10
TKT-6441,2025-03-31,C008,V006,P010,2,56000,Transferencia,7
TKT-5109,2025-03-31,C025,V001,P005,2,30000,Tarjeta Crédito,18
TKT-6603,2025-03-31,C001,V004,P003,2,196000,Tarjeta Crédito,14
TKT-7395,2025-03-31,C030,V001,P011,2,24000,Tarjeta Crédito,16
TKT-5179,2025-03-31,C025,V005,P009,2,30000,Efectivo,17
TKT-7375,2025-04-01,C008,V003,P006,1,16500,Tarjeta Débito,12
TKT-5501,2025-04-01,C012,V002,P007,2,27000,Transferencia,7
TKT-6496,2025-04-01,C011,V003,P007,2,27000,Efectivo,13
TKT-7162,2025-04-01,C002,V005,P011,5,60000,Efectivo,14
TKT-7491,2025-04-01,C021,V001,P012,1,8000,Transferencia,17
TKT-6282,2025-04-01,C011,V002,P004,1,18500,Tarjeta Crédito,11
TKT-6479,2025-04-01,C013,V004,P011,2,24000,Transferencia,8
TKT-7150,2025-04-02,C005,V004,P006,1,16500,Efectivo,10
TKT-6935,2025-04-02,C016,V002,P008,2,12000,Tarjeta Crédito,10
TKT-6753,2025-04-02,C014,V006,P009,5,75000,Tarjeta Débito,15
TKT-7683,2025-04-02,C013,V001,P003,1,98000,Tarjeta Débito,14
TKT-6433,2025-04-02,C004,V002,P004,1,18500,Tarjeta Crédito,10
TKT-7062,2025-04-02,C025,V004,P007,2,27000,Tarjeta Débito,21
TKT-6824,2025-04-02,C009,V002,P009,5,75000,Tarjeta Débito,15
TKT-7369,2025-04-02,C009,V001,P012,5,40000,Transferencia,9
TKT-6501,2025-04-02,C017,V004,P011,4,48000,Tarjeta Crédito,7
TKT-6746,2025-04-02,C024,V006,P003,2,196000,Transferencia,8
TKT-6673,2025-04-03,C006,V001,P009,1,15000,Efectivo,9
TKT-5842,2025-04-03,C020,V003,P004,2,37000,Tarjeta Crédito,8
TKT-6721,2025-04-03,C020,V004,P004,2,37000,Tarjeta Crédito,8
TKT-7191,2025-04-03,C003,V004,P003,1,98000,Transferencia,10
TKT-7154,2025-04-03,C023,V003,P006,2,33000,Tarjeta Débito,8
TKT-7390,2025-04-03,C016,V002,P010,5,140000,Tarjeta Débito,18
TKT-7103,2025-04-03,C014,V003,P006,1,16500,Efectivo,7
TKT-6179,2025-04-03,C010,V002,P008,1,6000,Tarjeta Débito,13
TKT-5933,2025-04-03,C012,V004,P006,1,16500,Efectivo,11
TKT-7116,2025-04-04,C005,V004,P009,2,30000,Tarjeta Crédito,21
TKT-5062,2025-04-04,C030,V005,P010,3,84000,Transferencia,7
TKT-7707,2025-04-04,C022,V003,P004,1,18500,Tarjeta Crédito,11
TKT-7534,2025-04-04,C002,V005,P009,4,60000,Transferencia,20
TKT-6026,2025-04-04,C005,V006,P008,2,12000,Transferencia,18
TKT-5692,2025-04-05,C014,V006,P005,1,15000,Transferencia,17
TKT-7044,2025-04-05,C027,V001,P011,5,60000,Tarjeta Débito,9
TKT-5832,2025-04-05,C030,V005,P001,1,65000,Efectivo,8
TKT-7866,2025-04-05,C027,V002,P004,2,37000,Efectivo,16
TKT-6304,2025-04-05,C020,V001,P004,1,18500,Tarjeta Crédito,19
TKT-7770,2025-04-05,C024,V002,P004,2,37000,Transferencia,14
TKT-5301,2025-04-06,C004,V004,P004,1,18500,Tarjeta Crédito,14
TKT-6151,2025-04-06,C010,V001,P009,2,30000,Tarjeta Débito,9
TKT-5450,2025-04-06,C008,V005,P009,5,75000,Tarjeta Débito,17
TKT-7357,2025-04-07,C005,V005,P004,2,37000,Transferencia,8
TKT-5786,2025-04-07,C029,V002,P009,3,45000,Tarjeta Crédito,10
TKT-7901,2025-04-07,C020,V004,P001,2,130000,Tarjeta Crédito,11
TKT-7024,2025-04-07,C016,V004,P008,1,6000,Tarjeta Débito,13
TKT-6452,2025-04-07,C021,V006,P003,1,98000,Tarjeta Crédito,9
TKT-7541,2025-04-07,C022,V003,P002,2,116000,Efectivo,7
TKT-6978,2025-04-07,C002,V003,P003,2,196000,Efectivo,15
TKT-5507,2025-04-07,C021,V006,P012,4,32000,Tarjeta Crédito,10
TKT-7793,2025-04-08,C018,V003,P012,3,24000,Transferencia,14
TKT-5140,2025-04-08,C007,V004,P010,1,28000,Efectivo,8
TKT-7106,2025-04-08,C015,V004,P008,2,12000,Efectivo,12
TKT-5402,2025-04-08,C014,V002,P003,1,98000,Efectivo,13
TKT-5600,2025-04-08,C006,V006,P001,1,65000,Transferencia,6
TKT-7253,2025-04-08,C018,V006,P004,1,18500,Efectivo,10
TKT-5083,2025-04-08,C002,V005,P010,2,56000,Tarjeta Débito,8
TKT-7535,2025-04-08,C016,V001,P002,2,116000,Tarjeta Débito,6
TKT-5859,2025-04-08,C011,V005,P001,1,65000,Tarjeta Crédito,21
TKT-7416,2025-04-09,C021,V006,P004,2,37000,Tarjeta Débito,10
TKT-5483,2025-04-09,C004,V006,P001,1,65000,Tarjeta Débito,17
TKT-7512,2025-04-09,C013,V002,P008,1,6000,Efectivo,9
TKT-6605,2025-04-09,C030,V006,P009,3,45000,Transferencia,16
TKT-6931,2025-04-09,C007,V003,P004,2,37000,Transferencia,17
TKT-6175,2025-04-09,C028,V003,P009,2,30000,Efectivo,14
TKT-5066,2025-04-09,C006,V001,P006,2,33000,Efectivo,12
TKT-7643,2025-04-09,C018,V006,P007,2,27000,Efectivo,11
TKT-6743,2025-04-09,C004,V005,P001,2,130000,Tarjeta Crédito,10
TKT-6723,2025-04-09,C014,V003,P005,1,15000,Transferencia,19
TKT-6714,2025-04-09,C012,V005,P007,2,27000,Transferencia,18
TKT-5624,2025-04-10,C002,V005,P002,2,116000,Efectivo,20
TKT-7430,2025-04-10,C021,V001,P004,1,18500,Transferencia,8
TKT-6662,2025-04-10,C009,V001,P003,2,196000,Tarjeta Crédito,17
TKT-7703,2025-04-10,C024,V006,P008,2,12000,Tarjeta Crédito,19
TKT-7068,2025-04-10,C014,V002,P006,2,33000,Efectivo,8
TKT-7327,2025-04-10,C014,V005,P001,2,130000,Efectivo,6
TKT-5398,2025-04-11,C027,V003,P007,1,13500,Tarjeta Crédito,17
TKT-6784,2025-04-11,C005,V004,P003,2,196000,Tarjeta Débito,14
TKT-5317,2025-04-11,C016,V003,P006,2,33000,Transferencia,18
TKT-5856,2025-04-11,C027,V001,P011,4,48000,Transferencia,8
TKT-7856,2025-04-11,C016,V002,P007,2,27000,Tarjeta Crédito,17
TKT-7599,2025-04-11,C024,V001,P003,1,98000,Tarjeta Débito,9
TKT-6775,2025-04-12,C020,V004,P009,1,15000,Tarjeta Crédito,8
